Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Return on capital employed,Profit after tax,Return on assets,Debt to equity,Return on equity,EPS,Debt,Earnings yield,EVEBITDA,Current ratio,Interest Coverage Ratio,Price to Sales,Price to Free Cash Flow,Net worth,Interest Coverage,Debt Capacity,Debt To Profit,Total Capital Employed,Leverage,Altman Z Score,Market Capt to Cash Flow,Market cap to quarterly profit,Dividend Payout Ratio,Financial leverage,Quick ratio,Sales,OPM,Change in promoter holding,Sales last year,Operating profit last year,Other income last year,EBIDT last year,Depreciation last year,EBIT last year,Interest last year,Profit before tax last year,Extraordinary items last year,Equity capital,Preference capital,Reserves,Secured loan,Unsecured loan,Balance sheet total,Current assets,Current liabilities,Operating profit,Interest,Depreciation,EBIT,Net profit,Cash from operations last year,Free cash flow last year,Cash from investing last year,Cash from financing last year,Market Capitalization
Mukta Arts,532357,MUKTAARTS,INE374B01019,Entertainment,"Film Production, Distribution & Exhibition",49.00,-1.79,-13.68,-7.51,,,-6.78,95.77,0.73,8.92,0.72,0.11,0.66,11.85,-59.52,0.11,0.05,-5.53,102.25,-5.05,0.88,4.71,-582.47,0.00,-5.05,0.70,166.63,5.25,0.00,166.72,4.41,13.15,17.37,18.92,-1.55,13.68,-15.04,0.19,11.29,0.00,-70.81,60.03,59.42,256.31,82.00,114.66,8.75,13.44,20.32,1.45,-15.31,23.49,16.89,-2.79,-21.07,110.67
Munjal Showa,520043,MUNJALSHOW,INE577A01027,Auto Components,Auto Components & Equipments,129.50,0.27,32.46,0.57,0.00,0.70,7.71,0.00,8.50,9.43,3.77,4366.00,0.41,47.54,667.16,4366.00,0.76,0.00,573.55,1.22,4.41,14.14,41.33,62.35,1.22,3.28,1271.23,1.90,0.00,1250.45,17.16,30.27,13.79,12.01,1.78,0.26,35.16,33.64,8.00,0.00,659.16,0.00,0.00,844.75,625.12,165.99,24.17,0.01,10.74,43.66,30.84,36.61,30.54,-9.98,-18.00,517.82
Music Broadcast,540366,RADIOCITY,INE919I01024,Entertainment,Media & Entertainment,6.19,-4.90,-43.40,-5.16,0.27,-6.74,-1.26,133.19,-12.65,-25.99,1.84,-3.51,1.13,14.96,489.33,-3.51,1.30,-3.94,287.27,1.35,1.84,12.78,57.67,0.00,1.35,1.84,188.31,-22.49,0.00,234.48,-22.29,26.86,3.70,34.62,-30.92,11.59,-41.64,0.87,69.14,0.00,420.19,0.00,126.01,657.68,256.96,139.69,-42.35,12.20,29.63,-42.77,-43.40,16.61,4.13,-9.47,-7.44,212.23
Muthoot Cap.Serv,511766,MUTHOOTCAP,INE296G01013,Finance,Non Banking Financial Company (NBFC),204.15,11.01,12.23,1.55,4.56,7.19,7.44,2995.64,10.59,9.28,4.85,1.05,0.56,-0.87,656.96,1.05,-8.17,65.48,299.63,4.48,0.93,-0.30,43.65,0.00,4.48,4.85,591.25,52.90,0.00,473.74,320.55,2.76,323.15,4.77,318.38,258.14,60.40,0.16,16.45,0.00,640.51,2589.71,265.14,3731.00,367.80,75.78,312.79,305.27,5.66,320.10,12.23,-1096.50,-1101.97,-7.65,1220.08,333.96
Muthoot Finance,533398,MUTHOOTFIN,INE414G01012,Finance,Non Banking Financial Company (NBFC),3490.00,13.19,8718.54,4.67,3.93,19.58,217.17,139911.56,8.02,12.37,3.01,2.17,5.09,-9.66,35623.56,2.17,-1.14,26.14,8542.94,3.90,2.12,-5.28,49.96,19.57,3.90,3.01,27542.27,78.39,0.00,20214.17,14732.96,110.23,14843.28,115.99,14727.29,7461.20,7266.00,-0.09,401.47,0.00,35222.09,91294.92,8087.95,180234.09,11783.98,3914.03,21589.03,9956.07,147.55,21608.97,8653.31,-26524.89,-26740.46,-1374.65,30041.47,140078.41
Muthoot Microfin,544055,MUTHOOTMF,INE046W01019,Finance,Microfinance Institutions,184.45,5.80,-302.01,-1.98,3.20,-8.19,-17.71,8652.55,4.42,20.65,14.21,0.53,1.37,-4.10,2702.04,0.53,-3.03,-38.88,1898.31,4.26,1.27,2.27,50.33,0.00,4.26,14.21,2292.79,21.51,0.00,2562.17,681.77,2.27,684.04,42.84,641.20,930.11,-288.91,0.00,167.61,0.00,2534.43,7907.89,193.45,11492.75,1817.30,127.89,493.28,864.60,43.64,454.87,-302.01,1382.03,1361.19,-127.79,-1484.64,3142.52
NACL Industries,524709,NACLIND,INE295D01020,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,156.80,-7.80,-60.28,-7.84,1.13,-25.75,-1.91,501.64,-0.33,235.62,1.02,-0.25,2.58,38.78,447.33,-0.25,-0.04,-5.44,486.30,3.61,5.32,7.85,-362.23,0.00,3.61,0.66,1424.94,1.09,-0.04,1234.52,-62.25,37.01,-53.88,29.05,-82.93,64.95,-119.24,28.64,23.40,0.00,423.93,295.65,103.02,1487.25,966.58,947.17,15.53,53.23,31.14,-13.52,-44.57,468.98,438.45,3.94,-447.93,3680.27
Naga Dhunseri,,NDGL,INE756C01015,Finance,Non Banking Financial Company (NBFC),2701.00,1.37,10.08,2.00,0.18,3.19,120.50,233.97,8.63,8.31,1.63,2.42,0.56,-58.89,1306.37,2.42,2.36,8.60,870.43,1.06,1.60,-33.64,-34.06,0.72,1.06,0.79,481.63,10.98,0.00,70.77,18.02,0.90,18.56,1.53,17.03,3.32,14.07,0.36,1.00,0.00,1305.37,243.72,14.39,1859.81,183.22,112.12,52.90,17.37,16.56,41.97,17.42,-8.03,-16.99,20.33,4.36,270.10
Nagpur Power,532362,,INE099E01016,Ferrous Metals,Ferro & Silica Manganese,157.40,3.37,1.80,0.71,0.20,0.86,1.37,18.29,2.07,35.50,2.88,1.86,2.99,-30.41,91.87,1.86,-0.02,6.65,100.86,1.37,4.59,-22.58,448.26,0.00,1.37,2.11,69.05,4.14,0.00,62.18,2.94,5.20,6.22,2.66,3.56,2.42,3.06,1.92,13.10,0.00,78.77,13.27,3.86,129.66,67.44,23.45,2.86,2.44,1.62,4.53,1.80,-9.13,-13.06,-0.49,8.26,206.20
Nahar Indl. Ent.,519136,NAHARINDUS,INE289A01011,Textiles & Apparels,Other Textile Products,111.02,3.86,43.20,0.63,0.51,1.11,9.85,514.80,10.66,6.37,1.70,2.15,0.32,9.16,1010.72,2.15,0.05,27.84,1141.97,1.74,2.55,6.06,81.30,0.00,1.74,0.75,1459.10,4.05,0.00,1530.08,70.48,47.12,107.77,47.62,60.15,45.96,24.02,9.83,43.21,0.00,967.51,608.84,12.66,1701.04,743.18,436.60,59.15,48.08,50.35,103.17,42.55,77.66,-94.54,-125.51,44.99,470.70
Nahar Spinning,500296,NAHARSPING,INE290A01027,Textiles & Apparels,Other Textile Products,242.00,3.71,22.35,0.37,0.50,0.71,5.76,760.26,5.72,8.82,1.92,1.51,0.28,-47.06,1534.85,1.51,-0.28,61.56,1514.63,1.89,3.17,9.44,-69.25,29.23,1.89,1.02,3176.71,5.19,0.53,3284.56,160.79,34.35,192.01,95.22,96.79,78.79,21.13,3.13,18.03,0.00,1516.82,1100.88,0.00,2481.27,1420.23,737.91,164.78,61.85,92.39,93.16,20.81,93.10,51.18,14.26,-75.74,878.82
Nalwa Sons Invst,532256,NSIL,INE023A01030,Finance,Investment Company,5736.00,0.44,23.41,0.27,0.00,0.32,45.54,0.54,1.25,79.96,5.34,159.78,34.29,50.15,16265.46,159.78,6.18,0.01,44.08,1.00,1.50,47.81,392.83,0.00,1.00,1.97,86.04,40.30,0.00,125.30,63.92,1.13,65.05,0.02,65.03,0.03,65.00,0.00,5.14,0.00,16260.32,0.00,0.00,18457.40,54.21,10.16,34.67,0.23,0.04,36.75,24.71,61.71,61.69,-75.37,-0.03,2950.15
National High,543385,NHIT,INE0H7R23014,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",162.00,3.38,420.04,0.90,1.01,1.79,2.28,21712.39,3.14,19.03,0.52,1.13,9.63,-2.82,21508.64,1.13,-0.75,66.81,43036.27,1.65,1.95,14.96,280.01,0.00,1.65,0.52,3257.78,82.79,0.00,2413.21,1972.63,2.38,1975.01,797.20,1177.81,1055.48,122.33,0.00,22927.23,0.00,-1418.59,21471.50,208.45,45227.49,805.52,1538.45,2697.13,1449.99,1108.72,1642.82,420.04,2098.67,-16158.64,-18309.37,16212.30,31386.78
National Perox.,544205,,INE0PO601011,Chemicals & Petrochemicals,Commodity Chemicals,421.55,0.20,-2.82,-0.31,0.04,-0.39,-5.88,14.13,-0.91,12.16,3.43,-1.44,0.87,7.36,350.53,-1.44,,-6.28,393.73,1.29,2.85,12.98,101.36,0.00,1.29,2.46,277.74,5.03,0.00,286.87,16.38,3.32,20.87,20.11,0.76,1.67,-2.08,-1.17,5.75,0.00,344.78,7.01,9.04,439.69,123.33,35.99,13.96,1.42,20.60,-2.05,-3.38,18.67,14.43,-1.80,-12.54,242.26
Natl.Fertilizer,523630,NFL,INE870D01012,Fertilizers & Agrochemicals,Fertilizers,77.00,7.57,194.74,1.66,1.77,6.49,3.97,4537.06,5.57,9.60,0.99,2.21,0.17,5.01,2564.50,2.21,0.38,24.66,3677.58,3.78,2.45,1.46,27.89,41.60,3.78,0.66,21623.50,3.30,0.00,19797.55,615.26,202.74,802.68,373.00,429.68,233.20,211.80,15.32,490.58,0.00,2073.92,1242.63,758.42,13284.49,8989.84,9118.04,714.04,207.36,400.25,459.20,194.74,2590.02,2418.14,-267.52,-2334.05,3770.99
Natural Capsules,524654,NATCAPSUQ,INE936B01015,Pharmaceuticals & Biotechnology,Pharmaceuticals,156.80,2.67,-19.17,0.16,0.46,0.28,-18.54,112.11,-4.50,97.68,1.19,-1.26,0.94,-2.65,245.40,-1.26,-0.48,180.82,303.63,1.71,1.82,6.12,-23.01,0.00,1.71,0.96,173.72,0.86,-0.22,168.97,17.75,0.70,18.45,9.12,9.33,6.54,2.79,0.00,10.34,0.00,235.06,36.95,68.25,419.96,131.18,110.01,1.50,9.70,15.02,-12.25,-19.17,26.75,-17.88,-44.48,16.17,163.83
Navkar Corporat.,539332,NAVKARCORP,INE278M01019,Transport Services,Logistics Solution Provider,101.13,3.05,30.15,1.38,0.09,1.55,2.00,173.56,3.87,13.78,1.60,4.07,2.21,-33.56,1957.96,4.07,0.09,5.76,2011.34,1.11,2.79,19.70,108.57,0.00,1.11,1.57,687.46,17.19,0.00,687.46,118.17,3.12,121.29,56.73,64.56,15.87,48.69,0.00,150.52,0.00,1807.44,155.64,12.78,2210.38,229.89,143.25,118.17,15.87,56.73,64.56,30.15,77.04,25.23,-55.98,-10.16,1517.77
Nazara Technolo.,543280,NAZARA,INE418L01047,Entertainment,Digital Entertainment,270.15,2.50,-104.94,1.27,0.06,2.90,1.49,196.50,-1.53,144.00,2.15,-7.27,5.13,-1635.47,3394.95,-7.27,0.12,3.86,3377.75,1.25,5.40,152.79,988.91,0.00,1.25,2.15,1951.40,-2.25,0.00,1623.91,115.15,79.79,190.40,117.69,72.71,10.95,66.30,4.54,74.10,0.00,3320.85,0.00,218.86,4259.65,1228.86,570.33,-43.87,21.06,222.33,-153.05,30.32,65.50,-82.21,-1138.59,804.92,10007.75
NDR INVIT Trust,,NDRINVIT,INE0Q7Q23015,Commercial Services & Supplies,Diversified Commercial Services,136.37,4.74,140.82,2.65,0.38,3.46,3.58,1453.11,4.41,17.98,2.22,2.29,13.31,48.66,3770.53,2.29,,10.63,5126.17,1.31,2.81,19.26,163.85,191.86,1.31,2.22,405.60,87.38,0.00,324.11,282.84,13.11,292.99,65.26,227.73,61.70,168.99,2.96,3688.38,0.00,82.15,1367.08,97.66,5534.88,357.01,160.97,354.43,130.87,78.55,299.57,140.93,280.39,234.90,-1164.41,832.01,5400.42
NDTV,532529,NDTV,INE155G01029,Entertainment,TV Broadcasting & Software Production,81.69,-47.81,-280.37,-34.14,,-132.61,-25.32,464.13,-18.18,-6.41,0.53,-7.57,1.82,-7.87,-69.28,-7.57,-0.47,-2.13,-62.84,10.58,1.09,-6.38,-12.29,0.00,10.58,0.53,507.38,-44.32,0.00,465.03,-173.38,1.20,-166.23,24.48,-190.71,20.40,-217.06,-5.95,45.13,0.00,-114.41,92.40,245.84,691.11,294.32,554.06,-224.88,32.79,34.26,-248.20,-286.54,-144.37,-222.55,-73.42,213.23,921.55
Nectar Lifesci.,532649,NECLIFE,INE023H01027,Pharmaceuticals & Biotechnology,Pharmaceuticals,12.56,-5.36,-151.00,-5.37,0.64,-11.23,-15.83,458.84,-24.67,-4.48,0.24,-3.59,0.56,1.45,716.87,-3.59,-0.16,-4.04,-797.99,2.22,0.15,1.44,-11.88,0.00,2.22,0.24,436.65,-35.85,6.93,1664.34,-29.54,4.97,-24.59,62.39,-86.98,74.58,-161.54,0.02,22.43,0.00,694.44,487.34,94.68,1814.76,258.99,1084.57,-156.53,47.89,16.47,-171.91,-355.06,169.44,125.65,-41.93,-128.09,243.99
Neochem Bio,,NEOCHEM,INE21UM01018,Chemicals & Petrochemicals,Specialty Chemicals,77.90,26.64,7.44,10.49,1.80,46.38,11.15,35.63,7.97,11.42,1.20,3.83,1.58,38.02,19.76,3.83,,4.79,27.48,3.59,4.85,60.62,,0.00,3.59,0.65,84.17,15.22,0.02,84.17,12.81,1.98,14.79,1.33,13.46,3.51,9.95,0.00,6.68,0.00,13.08,30.88,4.75,78.38,52.18,43.43,12.81,3.51,1.33,13.46,7.44,2.20,4.03,1.84,-4.33,133.37
Netwrk.18 Media,532798,NETWORK18,INE870H01013,Entertainment,Media & Entertainment,35.30,3.02,36.70,0.43,0.67,0.76,0.99,3287.71,2.79,23.18,0.26,1.18,2.56,-1.39,4918.12,1.18,-0.68,21.18,-1002.09,1.78,1.69,-193.48,-295.48,0.00,1.78,0.26,2120.82,2.06,0.00,2120.82,43.66,448.86,374.72,132.54,242.18,204.75,155.23,117.80,765.21,0.00,4152.91,0.00,2959.76,8995.70,980.56,3737.12,43.66,204.75,132.54,242.18,155.20,-28.10,-76.79,-19.89,83.35,5436.90
New India Assura,540769,NIACL,INE470Y01017,Insurance,General Insurance,165.70,3.59,1192.88,0.96,0.00,3.64,7.24,0.00,10.89,9.19,0.39,,0.56,-5.79,28812.87,,3.32,0.00,-40732.65,3.75,0.79,-8.05,71.83,28.62,3.75,0.39,48902.15,1.53,0.00,43353.86,801.91,271.55,1082.06,50.96,1031.10,0.00,1022.50,-8.60,824.00,0.00,27988.87,0.00,0.00,110705.72,25859.14,67113.58,747.11,0.00,0.00,1289.06,1193.13,-3389.71,-3495.91,4966.46,-343.18,27290.71
NIBE,535136,NIBE,INE149O01018,Aerospace & Defense,Aerospace & Defense,1112.55,16.20,-15.96,7.24,0.39,13.61,-10.93,90.54,-0.52,109.64,1.64,-0.97,5.06,-22.03,233.16,-0.97,,3.30,258.81,1.63,7.97,66.28,-97.24,6.69,1.63,1.58,327.54,3.84,-1.62,507.32,59.73,4.93,64.66,17.44,47.22,7.62,39.60,0.00,14.50,0.00,218.66,0.00,73.46,421.59,172.17,105.06,12.58,9.37,25.04,-9.13,-18.78,25.03,-43.45,-59.76,29.69,1658.87
NIIT,500304,NIITLTD,INE161A01038,Other Consumer Services,Education,72.30,5.62,28.74,4.06,0.01,4.37,1.68,6.83,4.43,13.63,5.80,44.26,2.61,-57.29,1070.34,44.26,1.03,0.14,1044.40,1.10,3.52,33.55,133.56,29.40,1.10,5.79,376.73,-3.56,0.00,357.58,3.49,78.35,83.33,23.24,60.09,1.18,57.42,-1.49,27.28,0.00,1043.06,0.00,6.43,1248.67,814.70,140.56,-13.41,0.94,27.47,41.60,23.11,29.30,-9.11,-26.21,-10.04,983.03
Nirlon,500307,NIRLON,INE910A01012,Commercial Services & Supplies,Diversified Commercial Services,554.00,30.18,328.93,10.00,2.47,59.88,36.50,1146.58,8.04,11.13,1.28,4.27,7.61,13.67,463.87,4.27,0.03,5.25,1941.46,6.12,4.74,10.40,72.05,107.39,6.12,1.28,656.26,78.00,0.00,636.07,503.45,8.32,512.34,56.33,456.01,117.03,338.41,-0.57,90.12,0.00,373.75,1146.38,0.00,2305.70,339.55,265.15,511.90,110.14,54.86,470.45,328.93,480.09,433.76,-38.10,-332.00,4994.64
Nitco,532722,NITCO,INE858F01012,Consumer Durables,Ceramics,86.83,-42.87,37.76,-33.97,1.01,,1.48,306.07,2.15,51.44,2.00,4.48,4.12,-39.94,302.12,4.48,-0.15,-0.41,524.09,3.35,4.80,-13.45,-251.30,0.00,3.35,1.05,483.22,4.91,3.96,314.39,-34.74,-448.49,-22.51,187.79,-210.30,70.19,-741.21,-460.72,229.12,150.00,73.00,61.54,79.36,986.51,806.03,403.99,23.74,10.77,-4.81,48.30,33.54,-147.97,-142.38,4.01,228.02,1990.33
Niva Bupa Health,544286,NIVABUPA,INE995S01015,Insurance,General Insurance,77.08,7.45,-8.27,2.62,0.07,8.18,-0.03,250.00,-0.06,-1743.92,0.32,,2.29,14.49,3806.15,,0.75,1.17,-4423.81,2.61,2.72,8.62,-162.72,0.00,2.61,0.32,6226.93,0.16,0.00,5374.28,78.00,160.13,233.42,24.61,208.81,0.00,213.52,4.71,1847.20,0.00,1958.95,0.00,250.00,10650.42,2087.92,6592.47,10.23,0.00,0.00,-8.27,-8.27,1654.16,1613.30,-2347.60,770.97,14260.55
Niyogin Fintech,538772,,INE480D01010,Finance,Non Banking Financial Company (NBFC),47.79,-2.06,-1.48,-3.19,0.48,-5.26,-0.14,154.58,3.24,20.18,1.31,0.98,1.87,-7.67,323.45,0.98,-0.24,-9.47,185.89,1.58,2.69,-6.18,6645.75,0.00,1.58,1.25,284.80,-0.71,0.18,304.39,-2.98,4.63,1.65,9.54,-7.89,14.38,-22.27,0.00,111.25,0.00,212.20,93.54,2.50,632.80,192.83,147.00,-2.02,19.09,9.95,18.75,1.93,-86.00,-109.24,-8.81,91.49,531.66
NMDC Steel,543768,NSLNISP,INE0NNS01018,Ferrous Metals,Iron & Steel,41.59,-12.97,-806.58,-8.21,0.41,-16.60,-2.75,5309.93,-3.07,33.28,0.57,-0.91,0.97,-14.57,13025.26,-0.91,-0.29,-2.24,16170.89,2.21,1.56,6.20,-49.92,0.00,2.21,0.27,12601.06,3.35,0.00,8503.05,-1788.25,71.51,-1716.89,953.04,-2669.93,651.94,-3321.72,0.15,2930.61,0.00,10094.65,0.00,5908.94,27880.73,5637.97,9877.41,421.92,562.72,1012.92,-511.91,-806.58,1965.98,1538.43,-505.68,-1459.91,12179.47
Northern ARC,544260,NORTHARC,INE850M01015,Finance,Non Banking Financial Company (NBFC),263.26,9.87,311.28,2.38,2.82,10.75,19.27,10330.85,8.92,11.04,2.49,1.46,1.67,-2.84,3662.87,1.46,-2.66,34.29,612.55,3.69,1.34,-4.07,42.25,0.00,3.69,2.49,2556.54,49.22,0.00,2344.27,1224.33,11.47,1235.80,17.88,1217.92,831.84,386.08,0.00,161.57,0.00,3501.30,9691.79,168.21,14361.70,888.66,357.32,1258.30,855.79,19.05,1250.79,309.31,-1046.68,-1064.76,-388.21,1585.75,4256.69
Novelix Pharma.,536565,,INE314I01036,Healthcare Services,"Healthcare Research, Analytics & Technology",58.10,0.96,1.82,0.46,0.00,0.64,1.21,0.00,1.97,49.41,1.53,,0.96,-22.26,28.35,,-0.07,0.00,25.56,0.99,5.58,-8.95,122.50,0.00,0.99,1.46,127.97,1.89,-2.55,30.72,0.14,0.02,0.16,0.04,0.12,0.00,0.12,0.00,17.22,0.00,11.13,0.00,0.00,71.80,70.62,46.19,2.42,0.00,0.07,2.38,1.82,-13.68,-13.79,2.93,11.32,122.50
NTPC Green Ene.,544289,NTPCGREEN,INE0ONG01011,Power,Power Generation,118.86,4.89,558.77,1.31,1.16,3.85,0.66,21825.60,1.27,47.92,0.23,1.92,38.98,-16.10,18748.41,1.92,,46.03,38119.00,1.97,3.92,50.08,5727.12,0.00,1.97,0.22,2568.06,86.79,0.00,2209.64,1919.80,257.41,2177.27,758.25,1419.02,766.33,652.63,-0.06,8426.33,0.00,10322.08,0.00,19440.98,48413.71,1079.89,4677.18,2228.88,806.32,990.20,1548.74,557.39,1998.92,-9986.18,-17793.20,15714.70,100109.98
Nureca,543264,NURECA,INE0DSF01015,Healthcare Equipment & Supplies,Medical Equipment & Supplies,265.00,-0.90,10.64,-1.04,0.03,-1.12,10.82,5.39,5.45,15.95,8.16,8.78,1.78,-49.23,198.71,8.78,0.25,6.34,183.72,1.07,4.80,-13.34,68.26,0.00,1.07,6.33,143.30,5.00,3.12,109.66,-7.55,12.44,0.56,2.34,-1.78,1.21,1.34,4.33,10.00,0.00,188.71,2.25,2.72,224.66,192.93,23.63,7.16,1.61,2.09,14.14,10.64,-19.08,-21.37,8.43,-0.17,254.62
Nuvama Wealth,543988,NUVAMA,INE531F01023,Capital Markets,Stockbroking & Allied,1361.10,20.40,1027.30,4.04,2.37,30.87,56.92,8974.85,11.67,8.21,1.51,2.47,5.54,-18.19,3789.69,2.47,0.31,9.11,6059.48,6.99,2.64,-66.86,97.76,52.71,6.99,1.51,4481.36,53.26,-0.07,4162.30,2220.34,14.30,2233.92,94.37,2139.55,821.96,1318.31,0.72,36.06,0.00,3753.63,5895.58,1943.25,24256.20,17077.27,11331.28,2386.94,933.79,104.97,2303.78,1026.74,-371.11,-403.16,-63.39,600.53,24811.77
Oil Country,500313,OILCOUNTUB,INE591A01010,Oil,Oil Equipment & Services,60.00,-8.41,-58.39,-7.78,0.11,-14.95,-11.41,24.88,-19.31,17.93,3.61,-47.21,4.19,5.14,218.95,-47.21,0.24,-0.78,325.49,1.77,2.15,10.25,-17.88,0.00,1.77,2.01,74.57,19.95,0.00,122.90,43.15,2.86,46.01,69.60,-23.59,5.51,-29.10,0.00,51.99,0.00,166.96,0.00,44.79,345.06,68.45,18.94,14.88,1.27,77.07,-59.96,-58.39,30.49,29.95,-0.04,-18.73,312.44
OK Play India,526415,,INE870B01024,Consumer Durables,Leisure Products,5.51,4.68,-3.18,-0.53,0.78,-1.26,-0.09,126.08,5.63,8.75,1.52,1.21,1.06,-13.42,161.43,1.21,-0.33,-151.90,262.31,2.11,2.20,7.02,123.44,0.00,2.11,0.85,189.12,13.65,0.00,165.20,27.75,7.05,27.96,15.20,12.76,14.37,5.23,6.84,36.29,0.00,125.14,138.62,11.81,397.63,202.09,133.09,25.82,13.89,17.33,16.81,-3.36,28.49,-35.70,-64.03,34.48,199.98
Ola Electric,544225,OLAELEC,INE0LXG01040,Automobiles,2/3 Wheelers,36.93,-28.09,-2203.00,-23.94,0.72,-107.52,-4.99,3121.00,-10.91,-14.70,1.73,-4.44,6.27,-6.46,4342.00,-4.44,-0.19,-1.37,6093.00,1.83,3.27,-6.81,-33.45,0.00,1.83,1.57,2599.00,-54.10,0.00,4514.00,-1735.00,391.00,-1320.00,566.00,-1886.00,366.00,-2276.00,-24.00,4411.00,0.00,-69.00,2968.00,588.00,9650.00,5389.00,3123.00,-1406.00,405.00,677.00,-1798.00,-2203.00,-2391.00,-3367.00,-2864.00,5429.00,16289.19
Om Infra,531092,OMINFRAL,INE239D01028,Construction,Civil Construction,92.90,4.41,28.19,1.70,0.15,3.34,2.93,111.62,2.39,34.54,1.44,1.05,1.74,-12.62,747.44,1.05,0.12,3.11,764.54,1.93,2.33,153.47,110.16,10.73,1.93,0.78,511.89,-0.74,0.00,712.66,20.20,35.99,43.62,5.62,38.00,22.16,28.41,12.57,9.63,0.00,737.81,65.16,6.33,1450.67,866.89,601.88,-3.79,21.03,4.83,22.11,28.90,5.80,18.50,42.92,-43.83,890.13
Omaxe,532880,OMAXE,INE800H01010,Realty,"Residential, Commercial Projects",84.59,-61.38,-653.88,-4.84,,-505.55,-35.75,1419.29,-28.84,-3.75,0.96,-2.39,1.07,1.90,-557.02,-2.39,1.10,-2.07,-21.44,-69.99,0.03,1.54,-10.09,0.00,-69.99,0.18,1446.14,-41.49,0.00,1560.88,-607.74,75.98,-541.60,36.69,-578.29,195.30,-763.75,9.84,182.90,136.27,-739.92,366.98,292.67,15727.82,13958.75,14575.65,-599.99,236.90,36.06,-565.74,-654.06,1006.67,998.60,-125.72,-770.37,1545.67
Omnitech Engg.,544720,OMNI,INE0UH301010,Industrial Manufacturing,Industrial Products,422.44,18.92,43.59,8.56,1.71,30.10,4.14,355.34,1.53,45.84,1.27,2.91,15.16,-57.26,207.48,2.91,,8.15,337.63,2.45,14.84,-73.18,226.07,0.00,2.45,0.65,344.82,33.24,,344.82,114.62,7.04,121.66,36.58,85.08,29.23,55.85,0.00,52.63,0.00,154.85,308.19,47.15,631.27,350.44,275.77,114.62,29.23,36.58,85.08,43.59,-71.42,-146.15,-74.29,148.50,5226.63
One 97,543396,PAYTM,INE982J01020,Financial Technology (Fintech),Financial Technology (Fintech),1132.05,-10.14,541.82,-7.31,0.01,-10.28,-2.69,160.00,0.96,52.27,2.48,33.75,8.97,-246.95,15340.00,33.75,0.21,-0.24,11087.00,1.34,7.09,-597.52,322.13,0.00,1.34,2.48,8084.50,3.44,0.00,6900.40,-1505.50,1550.30,-779.40,672.60,-1452.00,17.40,-645.20,824.20,64.00,0.00,15276.00,4.80,155.60,22537.00,17159.00,6926.00,278.10,17.50,586.30,590.60,-175.60,-121.30,-437.90,-2031.10,-52.70,72479.41
One Mobikwik,544305,MOBIKWIK,INE0HLU01028,Financial Technology (Fintech),Financial Technology (Fintech),224.98,-14.60,-110.71,-10.99,0.65,-32.41,-15.70,341.42,-6.58,-18.30,1.44,-2.85,1.61,-67.27,523.46,-2.85,0.21,-2.81,398.17,1.88,3.46,-25.94,436.64,0.00,1.88,1.44,1098.30,-9.72,-0.03,1170.17,-101.72,22.32,-79.60,12.87,-92.47,27.30,-119.57,0.20,15.73,0.00,507.73,271.00,21.21,1398.14,1234.77,859.01,-106.74,28.93,14.01,-82.37,-122.53,-68.16,-76.87,-313.49,514.70,1768.38
OneSource Speci.,544292,ONESOURCE,INE013P01021,Pharmaceuticals & Biotechnology,Pharmaceuticals,1831.40,5.53,30.57,2.31,0.22,3.34,1.77,1294.73,0.61,54.18,1.02,1.01,14.88,-109.72,5904.48,1.01,-0.07,-72.05,6481.91,0.77,5.48,-311.19,-258.56,0.00,0.77,0.77,1419.32,27.82,0.55,1444.85,466.74,-94.29,484.21,273.88,210.33,166.32,-67.75,-111.76,11.46,0.00,5893.02,657.80,113.79,8013.30,1354.66,1330.96,394.80,133.08,275.76,134.87,20.10,-67.85,-196.00,-201.06,412.01,21114.29
OnMobile Global,532944,ONMOBILE,INE809I01019,Media,Web based media and service,56.25,-2.34,17.41,-3.62,0.12,-4.94,1.63,79.64,5.88,8.28,1.32,4.76,1.09,-14.14,654.09,4.76,0.12,-1.96,398.44,1.41,2.69,-24.92,163.03,0.00,1.41,1.32,545.40,3.87,0.00,573.02,11.77,-6.98,16.74,32.32,-15.58,7.17,-34.70,-11.95,106.32,0.00,547.77,41.41,2.46,982.08,413.59,314.08,21.11,6.67,33.37,31.77,17.12,-23.88,-46.05,-32.14,22.38,595.06
Oricon Enterpris,513121,ORICONENT,INE730A01022,Industrial Products,Packaging,64.39,0.37,29.65,9.80,0.01,11.19,1.91,11.32,4.36,21.07,6.56,51.86,12.96,8.75,1269.15,51.86,0.78,0.08,620.82,1.11,2.86,-32.14,146.10,5.64,1.11,6.34,78.21,-44.21,0.00,172.19,-29.47,183.04,13.27,8.53,4.74,6.69,138.35,140.30,31.41,0.00,1237.74,7.90,3.07,1374.42,304.05,46.32,-34.58,0.84,3.69,43.56,29.92,-31.55,426.27,160.09,-105.50,1013.91
